Frequence = 10 Ghz;
N = 8784;
1.
1   X = 20 mm; Y = 21 mm; Amplitude = 0.000265054; Faza = 159.284 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
5821   X = 973 mm; Y = 20 mm; Amplitude = 0.000903715; Faza = 111.466 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5822   X = 973 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5823   X = 973 mm; Y = 20 mm; Amplitude = 0.000417575; Faza = -117.973 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5824   X = 975 mm; Y = 20 mm; Amplitude = 0.000930057; Faza = 89.1625 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5825   X = 975 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5826   X = 975 mm; Y = 20 mm; Amplitude = 0.000422415; Faza = -139.199 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5827   X = 977 mm; Y = 20 mm; Amplitude = 0.000952434; Faza = 67.3622 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5828   X = 977 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5829   X = 977 mm; Y = 20 mm; Amplitude = 0.000425029; Faza = -159.95 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5830   X = 979 mm; Y = 20 mm; Amplitude = 0.000967026; Faza = 45.8604 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5831   X = 979 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5832   X = 979 mm; Y = 20 mm; Amplitude = 0.000423114; Faza = -180.402 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5833   X = 981 mm; Y = 20 mm; Amplitude = 0.000972778; Faza = 24.377 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5834   X = 981 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5835   X = 981 mm; Y = 20 mm; Amplitude = 0.000415733; Faza = -200.891 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5836   X = 983 mm; Y = 20 mm; Amplitude = 0.000971658; Faza = 2.67253 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5837   X = 983 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5838   X = 983 mm; Y = 20 mm; Amplitude = 0.000403852; Faza = -221.788 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5839   X = 985 mm; Y = 20 mm; Amplitude = 0.000967809; Faza = -19.3614 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5840   X = 985 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5841   X = 985 mm; Y = 20 mm; Amplitude = 0.000390084; Faza = -243.346 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5842   X = 987 mm; Y = 20 mm; Amplitude = 0.000965377; Faza = -41.6525 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5843   X = 987 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5844   X = 987 mm; Y = 20 mm; Amplitude = 0.000377528; Faza = -265.541 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5845   X = 989 mm; Y = 20 mm; Amplitude = 0.000966568; Faza = -63.9835 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5846   X = 989 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5847   X = 989 mm; Y = 20 mm; Amplitude = 0.000368131; Faza = 71.9685 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5848   X = 991 mm; Y = 20 mm; Amplitude = 0.000970453; Faza = -86.1083 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5849   X = 991 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5850   X = 991 mm; Y = 20 mm; Amplitude = 0.000361497; Faza = 49.669 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5851   X = 993 mm; Y = 20 mm; Amplitude = 0.000973522; Faza = -107.884 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5852   X = 993 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5853   X = 993 mm; Y = 20 mm; Amplitude = 0.000355121; Faza = 27.8953 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5854   X = 995 mm; Y = 20 mm; Amplitude = 0.000971456; Faza = -129.337 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5855   X = 995 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5856   X = 995 mm; Y = 20 mm; Amplitude = 0.000345789; Faza = 6.62406 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5857   X = 997 mm; Y = 20 mm; Amplitude = 0.000961159; Faza = -150.644 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5858   X = 997 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5859   X = 997 mm; Y = 20 mm; Amplitude = 0.000331351; Faza = -14.5172 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5860   X = 999 mm; Y = 20 mm; Amplitude = 0.000942018; Faza = -172.06 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5861   X = 999 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5862   X = 999 mm; Y = 20 mm; Amplitude = 0.000311822; Faza = -36.1167 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5863   X = 1001 mm; Y = 20 mm; Amplitude = 0.000916248; Faza = 166.167 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5864   X = 1001 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5865   X = 1001 mm; Y = 20 mm; Amplitude = 0.000289589; Faza = -58.7917 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5866   X = 1003 mm; Y = 20 mm; Amplitude = 0.000887995; Faza = 143.892 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5867   X = 1003 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5868   X = 1003 mm; Y = 20 mm; Amplitude = 0.000268563; Faza = -82.9039 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5869   X = 1005 mm; Y = 20 mm; Amplitude = 0.000861761; Faza = 121.138 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5870   X = 1005 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5871   X = 1005 mm; Y = 20 mm; Amplitude = 0.000252427; Faza = -108.251 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5872   X = 1007 mm; Y = 20 mm; Amplitude = 0.000840406; Faza = 98.1069 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5873   X = 1007 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5874   X = 1007 mm; Y = 20 mm; Amplitude = 0.000242472; Faza = -134.018 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5875   X = 1009 mm; Y = 20 mm; Amplitude = 0.000823826; Faza = 75.0878 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5876   X = 1009 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5877   X = 1009 mm; Y = 20 mm; Amplitude = 0.00023668; Faza = -159.307 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5878   X = 1011 mm; Y = 20 mm; Amplitude = 0.000809071; Faza = 52.3048 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5879   X = 1011 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5880   X = 1011 mm; Y = 20 mm; Amplitude = 0.000231211; Faza = -183.828 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5881   X = 1013 mm; Y = 20 mm; Amplitude = 0.000791867; Faza = 29.7953 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5882   X = 1013 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5883   X = 1013 mm; Y = 20 mm; Amplitude = 0.000223013; Faza = -208.041 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5884   X = 1015 mm; Y = 20 mm; Amplitude = 0.000768758; Faza = 7.38233 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5885   X = 1015 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5886   X = 1015 mm; Y = 20 mm; Amplitude = 0.000211585; Faza = -232.875 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5887   X = 1017 mm; Y = 20 mm; Amplitude = 0.000738756; Faza = -15.2694 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5888   X = 1017 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5889   X = 1017 mm; Y = 20 mm; Amplitude = 0.000199446; Faza = -259.285 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5890   X = 1019 mm; Y = 20 mm; Amplitude = 0.000704157; Faza = -38.5431 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5891   X = 1019 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5892   X = 1019 mm; Y = 20 mm; Amplitude = 0.000191165; Faza = 72.4064 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5893   X = 1021 mm; Y = 20 mm; Amplitude = 0.000669969; Faza = -62.7183 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5894   X = 1021 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5895   X = 1021 mm; Y = 20 mm; Amplitude = 0.000190669; Faza = 43.1263 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5896   X = 1023 mm; Y = 20 mm; Amplitude = 0.000642163; Faza = -87.7846 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5897   X = 1023 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5898   X = 1023 mm; Y = 20 mm; Amplitude = 0.000198289; Faza = 14.6086 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5899   X = 1025 mm; Y = 20 mm; Amplitude = 0.000624727; Faza = -113.355 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5900   X = 1025 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5901   X = 1025 mm; Y = 20 mm; Amplitude = 0.000210567; Faza = -12.0459 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5902   X = 1027 mm; Y = 20 mm; Amplitude = 0.000617332; Faza = -138.831 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5903   X = 1027 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5904   X = 1027 mm; Y = 20 mm; Amplitude = 0.00022303; Faza = -36.9775 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5905   X = 1029 mm; Y = 20 mm; Amplitude = 0.000615356; Faza = -163.767 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5906   X = 1029 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5907   X = 1029 mm; Y = 20 mm; Amplitude = 0.000232858; Faza = -61.005 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5908   X = 1031 mm; Y = 20 mm; Amplitude = 0.000612697; Faza = 171.852 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5909   X = 1031 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5910   X = 1031 mm; Y = 20 mm; Amplitude = 0.000239814; Faza = -84.9729 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5911   X = 1033 mm; Y = 20 mm; Amplitude = 0.000605147; Faza = 147.644 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5912   X = 1033 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5913   X = 1033 mm; Y = 20 mm; Amplitude = 0.000245808; Faza = -109.377 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5914   X = 1035 mm; Y = 20 mm; Amplitude = 0.000592881; Faza = 123.038 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5915   X = 1035 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5916   X = 1035 mm; Y = 20 mm; Amplitude = 0.000253659; Faza = -134.177 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5917   X = 1037 mm; Y = 20 mm; Amplitude = 0.000580637; Faza = 97.5765 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5918   X = 1037 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5919   X = 1037 mm; Y = 20 mm; Amplitude = 0.000265252; Faza = -158.868 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5920   X = 1039 mm; Y = 20 mm; Amplitude = 0.000575827; Faza = 71.2563 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5921   X = 1039 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5922   X = 1039 mm; Y = 20 mm; Amplitude = 0.000280385; Faza = -182.854 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5923   X = 1041 mm; Y = 20 mm; Amplitude = 0.000584171; Faza = 44.6873 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5924   X = 1041 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5925   X = 1041 mm; Y = 20 mm; Amplitude = 0.000296993; Faza = -205.848 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5926   X = 1043 mm; Y = 20 mm; Amplitude = 0.000605637; Faza = 18.7683 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5927   X = 1043 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5928   X = 1043 mm; Y = 20 mm; Amplitude = 0.000312421; Faza = -227.963 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5929   X = 1045 mm; Y = 20 mm; Amplitude = 0.000634087; Faza = -5.93557 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5930   X = 1045 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5931   X = 1045 mm; Y = 20 mm; Amplitude = 0.000324717; Faza = -249.562 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5932   X = 1047 mm; Y = 20 mm; Amplitude = 0.000661094; Faza = -29.487 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5933   X = 1047 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5934   X = 1047 mm; Y = 20 mm; Amplitude = 0.000333355; Faza = 88.9419 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5935   X = 1049 mm; Y = 20 mm; Amplitude = 0.000680353; Faza = -52.4016 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5936   X = 1049 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5937   X = 1049 mm; Y = 20 mm; Amplitude = 0.000339211; Faza = 67.2404 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5938   X = 1051 mm; Y = 20 mm; Amplitude = 0.000690571; Faza = -75.3294 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5939   X = 1051 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5940   X = 1051 mm; Y = 20 mm; Amplitude = 0.000344024; Faza = 45.2244 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5941   X = 1053 mm; Y = 20 mm; Amplitude = 0.000695797; Faza = -98.7753 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5942   X = 1053 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5943   X = 1053 mm; Y = 20 mm; Amplitude = 0.000349465; Faza = 23.0055 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5944   X = 1055 mm; Y = 20 mm; Amplitude = 0.00070351; Faza = -122.851 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5945   X = 1055 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5946   X = 1055 mm; Y = 20 mm; Amplitude = 0.000356326; Faza = 0.845262 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5947   X = 1057 mm; Y = 20 mm; Amplitude = 0.000720435; Faza = -147.171 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5948   X = 1057 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5949   X = 1057 mm; Y = 20 mm; Amplitude = 0.000364108; Faza = -21.0022 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5950   X = 1059 mm; Y = 20 mm; Amplitude = 0.000748176; Faza = -171.062 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5951   X = 1059 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5952   X = 1059 mm; Y = 20 mm; Amplitude = 0.000371383; Faza = -42.4179 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5953   X = 1061 mm; Y = 20 mm; Amplitude = 0.000781925; Faza = 165.983 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5954   X = 1061 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5955   X = 1061 mm; Y = 20 mm; Amplitude = 0.000376505; Faza = -63.4514 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5956   X = 1063 mm; Y = 20 mm; Amplitude = 0.000813296; Faza = 144.021 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5957   X = 1063 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5958   X = 1063 mm; Y = 20 mm; Amplitude = 0.000378338; Faza = -84.282 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5959   X = 1065 mm; Y = 20 mm; Amplitude = 0.000834787; Faza = 122.703 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5960   X = 1065 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5961   X = 1065 mm; Y = 20 mm; Amplitude = 0.000376681; Faza = -105.135 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5962   X = 1067 mm; Y = 20 mm; Amplitude = 0.000843218; Faza = 101.49 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5963   X = 1067 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5964   X = 1067 mm; Y = 20 mm; Amplitude = 0.000372229; Faza = -126.201 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5965   X = 1069 mm; Y = 20 mm; Amplitude = 0.000841037; Faza = 79.8705 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5966   X = 1069 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5967   X = 1069 mm; Y = 20 mm; Amplitude = 0.000366228; Faza = -147.571 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5968   X = 1071 mm; Y = 20 mm; Amplitude = 0.000835231; Faza = 57.568 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5969   X = 1071 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5970   X = 1071 mm; Y = 20 mm; Amplitude = 0.000359946; Faza = -169.202 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5971   X = 1073 mm; Y = 20 mm; Amplitude = 0.000833931; Faza = 34.6979 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5972   X = 1073 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5973   X = 1073 mm; Y = 20 mm; Amplitude = 0.000354062; Faza = -190.945 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5974   X = 1075 mm; Y = 20 mm; Amplitude = 0.000841771; Faza = 11.7518 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5975   X = 1075 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5976   X = 1075 mm; Y = 20 mm; Amplitude = 0.000348394; Faza = -212.621 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5977   X = 1077 mm; Y = 20 mm; Amplitude = 0.000856901; Faza = -10.6953 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5978   X = 1077 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5979   X = 1077 mm; Y = 20 mm; Amplitude = 0.00034202; Faza = -234.111 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5980   X = 1079 mm; Y = 20 mm; Amplitude = 0.000872014; Faza = -32.3495 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5981   X = 1079 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5982   X = 1079 mm; Y = 20 mm; Amplitude = 0.000333754; Faza = -255.424 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5983   X = 1081 mm; Y = 20 mm; Amplitude = 0.000878641; Faza = -53.3324 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5984   X = 1081 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5985   X = 1081 mm; Y = 20 mm; Amplitude = 0.000322781; Faza = 83.2926 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5986   X = 1083 mm; Y = 20 mm; Amplitude = 0.000871436; Faza = -74.0814 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
5987   X = 1083 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
5988   X = 1083 mm; Y = 20 mm; Amplitude = 0.000308999; Faza = 61.8029 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
5989   X = 1085 mm; Y = 20 mm; Amplitude = 0.000850763; Faza = -95.1451 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
