Frequence = 10 Ghz;
N = 9084;
1.
1   X = 20 mm; Y = 21 mm; Amplitude = 0.000450778; Faza = -151.902 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
4648   X = 991 mm; Y = 20 mm; Amplitude = 0.000397086; Faza = -169.304 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4649   X = 991 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4650   X = 991 mm; Y = 20 mm; Amplitude = 0.000387225; Faza = 29.0028 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4651   X = 993 mm; Y = 20 mm; Amplitude = 0.000368535; Faza = -168.338 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4652   X = 993 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4653   X = 993 mm; Y = 20 mm; Amplitude = 0.000359475; Faza = 28.2653 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4654   X = 995 mm; Y = 20 mm; Amplitude = 0.000333803; Faza = -164.261 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4655   X = 995 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4656   X = 995 mm; Y = 20 mm; Amplitude = 0.000328292; Faza = 30.2247 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4657   X = 997 mm; Y = 20 mm; Amplitude = 0.000295503; Faza = -155.915 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4658   X = 997 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4659   X = 997 mm; Y = 20 mm; Amplitude = 0.000298316; Faza = 36.1918 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4660   X = 999 mm; Y = 20 mm; Amplitude = 0.000263756; Faza = -141.606 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4661   X = 999 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4662   X = 999 mm; Y = 20 mm; Amplitude = 0.000279698; Faza = 47.0443 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4663   X = 1001 mm; Y = 20 mm; Amplitude = 0.000257845; Faza = -121.528 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4664   X = 1001 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4665   X = 1001 mm; Y = 20 mm; Amplitude = 0.00028599; Faza = 61.2734 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4666   X = 1003 mm; Y = 20 mm; Amplitude = 0.000294162; Faza = -101.639 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4667   X = 1003 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4668   X = 1003 mm; Y = 20 mm; Amplitude = 0.000324001; Faza = 74.4861 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4669   X = 1005 mm; Y = 20 mm; Amplitude = 0.000368082; Faza = -88.0667 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4670   X = 1005 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4671   X = 1005 mm; Y = 20 mm; Amplitude = 0.000387209; Faza = 83.4942 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4672   X = 1007 mm; Y = 20 mm; Amplitude = 0.000462587; Faza = -81.0496 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4673   X = 1007 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4674   X = 1007 mm; Y = 20 mm; Amplitude = 0.000462732; Faza = 88.2359 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4675   X = 1009 mm; Y = 20 mm; Amplitude = 0.000562619; Faza = -78.6315 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4676   X = 1009 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4677   X = 1009 mm; Y = 20 mm; Amplitude = 0.000538748; Faza = 89.8288 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4678   X = 1011 mm; Y = 20 mm; Amplitude = 0.000657585; Faza = -79.279 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4679   X = 1011 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4680   X = 1011 mm; Y = 20 mm; Amplitude = 0.000606402; Faza = 89.2619 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4681   X = 1013 mm; Y = 20 mm; Amplitude = 0.000740325; Faza = -82.0636 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4682   X = 1013 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4683   X = 1013 mm; Y = 20 mm; Amplitude = 0.000659689; Faza = 87.1927 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4684   X = 1015 mm; Y = 20 mm; Amplitude = 0.000806233; Faza = -86.4149 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4685   X = 1015 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4686   X = 1015 mm; Y = 20 mm; Amplitude = 0.000695144; Faza = 84.0446 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4687   X = 1017 mm; Y = 20 mm; Amplitude = 0.000852563; Faza = -91.9438 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4688   X = 1017 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4689   X = 1017 mm; Y = 20 mm; Amplitude = 0.000711519; Faza = 80.1154 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4690   X = 1019 mm; Y = 20 mm; Amplitude = 0.00087776; Faza = -98.3505 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4691   X = 1019 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4692   X = 1019 mm; Y = 20 mm; Amplitude = 0.000709334; Faza = 75.6548 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4693   X = 1021 mm; Y = 20 mm; Amplitude = 0.00088088; Faza = -105.384 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4694   X = 1021 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4695   X = 1021 mm; Y = 20 mm; Amplitude = 0.000690327; Faza = 70.9181 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4696   X = 1023 mm; Y = 20 mm; Amplitude = 0.000861256; Faza = -112.828 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4697   X = 1023 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4698   X = 1023 mm; Y = 20 mm; Amplitude = 0.000656907; Faza = 66.2077 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4699   X = 1025 mm; Y = 20 mm; Amplitude = 0.00081851; Faza = -120.491 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4700   X = 1025 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4701   X = 1025 mm; Y = 20 mm; Amplitude = 0.00061177; Faza = 61.9077 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4702   X = 1027 mm; Y = 20 mm; Amplitude = 0.000752874; Faza = -128.199 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4703   X = 1027 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4704   X = 1027 mm; Y = 20 mm; Amplitude = 0.000557821; Faza = 58.5245 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4705   X = 1029 mm; Y = 20 mm; Amplitude = 0.000665594; Faza = -135.752 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4706   X = 1029 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4707   X = 1029 mm; Y = 20 mm; Amplitude = 0.000498579; Faza = 56.7404 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4708   X = 1031 mm; Y = 20 mm; Amplitude = 0.000559207; Faza = -142.828 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4709   X = 1031 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4710   X = 1031 mm; Y = 20 mm; Amplitude = 0.000439098; Faza = 57.4641 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4711   X = 1033 mm; Y = 20 mm; Amplitude = 0.00043764; Faza = -148.715 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4712   X = 1033 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4713   X = 1033 mm; Y = 20 mm; Amplitude = 0.000387263; Faza = 61.736 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4714   X = 1035 mm; Y = 20 mm; Amplitude = 0.000306726; Faza = -151.38 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4715   X = 1035 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4716   X = 1035 mm; Y = 20 mm; Amplitude = 0.000354372; Faza = 70.0463 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4717   X = 1037 mm; Y = 20 mm; Amplitude = 0.000179317; Faza = -142.812 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4718   X = 1037 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4719   X = 1037 mm; Y = 20 mm; Amplitude = 0.000351765; Faza = 80.8862 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4720   X = 1039 mm; Y = 20 mm; Amplitude = 0.000119116; Faza = -94.408 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4721   X = 1039 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4722   X = 1039 mm; Y = 20 mm; Amplitude = 0.000382572; Faza = -269.225 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4723   X = 1041 mm; Y = 20 mm; Amplitude = 0.000214165; Faza = -57.0198 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4724   X = 1041 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4725   X = 1041 mm; Y = 20 mm; Amplitude = 0.000438933; Faza = -262.754 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4726   X = 1043 mm; Y = 20 mm; Amplitude = 0.000361517; Faza = -52.4861 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4727   X = 1043 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4728   X = 1043 mm; Y = 20 mm; Amplitude = 0.000509096; Faza = -259.83 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4729   X = 1045 mm; Y = 20 mm; Amplitude = 0.000518983; Faza = -56.0026 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4730   X = 1045 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4731   X = 1045 mm; Y = 20 mm; Amplitude = 0.00058336; Faza = -259.556 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4732   X = 1047 mm; Y = 20 mm; Amplitude = 0.000676259; Faza = -61.8018 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4733   X = 1047 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4734   X = 1047 mm; Y = 20 mm; Amplitude = 0.000655116; Faza = -261.037 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4735   X = 1049 mm; Y = 20 mm; Amplitude = 0.000825844; Faza = -68.2541 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4736   X = 1049 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4737   X = 1049 mm; Y = 20 mm; Amplitude = 0.000720089; Faza = -263.619 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4738   X = 1051 mm; Y = 20 mm; Amplitude = 0.000959698; Faza = -74.7672 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4739   X = 1051 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4740   X = 1051 mm; Y = 20 mm; Amplitude = 0.000775564; Faza = -266.858 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4741   X = 1053 mm; Y = 20 mm; Amplitude = 0.0010695; Faza = -81.1206 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4742   X = 1053 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4743   X = 1053 mm; Y = 20 mm; Amplitude = 0.000819875; Faza = 89.5467 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4744   X = 1055 mm; Y = 20 mm; Amplitude = 0.00114783; Faza = -87.262 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4745   X = 1055 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4746   X = 1055 mm; Y = 20 mm; Amplitude = 0.000852102; Faza = 85.8014 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4747   X = 1057 mm; Y = 20 mm; Amplitude = 0.00118953; Faza = -93.2267 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4748   X = 1057 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4749   X = 1057 mm; Y = 20 mm; Amplitude = 0.000871929; Faza = 82.0416 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4750   X = 1059 mm; Y = 20 mm; Amplitude = 0.0011928; Faza = -99.0995 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4751   X = 1059 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4752   X = 1059 mm; Y = 20 mm; Amplitude = 0.000879609; Faza = 78.3511 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4753   X = 1061 mm; Y = 20 mm; Amplitude = 0.00115978; Faza = -104.993 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4754   X = 1061 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4755   X = 1061 mm; Y = 20 mm; Amplitude = 0.00087596; Faza = 74.7741 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4756   X = 1063 mm; Y = 20 mm; Amplitude = 0.00109655; Faza = -111.027 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4757   X = 1063 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4758   X = 1063 mm; Y = 20 mm; Amplitude = 0.000862337; Faza = 71.3256 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4759   X = 1065 mm; Y = 20 mm; Amplitude = 0.00101234; Faza = -117.298 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4760   X = 1065 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4761   X = 1065 mm; Y = 20 mm; Amplitude = 0.000840579; Faza = 68.0043 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4762   X = 1067 mm; Y = 20 mm; Amplitude = 0.000918103; Faza = -123.824 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4763   X = 1067 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4764   X = 1067 mm; Y = 20 mm; Amplitude = 0.000812916; Faza = 64.8082 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4765   X = 1069 mm; Y = 20 mm; Amplitude = 0.000824593; Faza = -130.449 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4766   X = 1069 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4767   X = 1069 mm; Y = 20 mm; Amplitude = 0.000781787; Faza = 61.7533 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4768   X = 1071 mm; Y = 20 mm; Amplitude = 0.000740286; Faza = -136.745 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4769   X = 1071 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4770   X = 1071 mm; Y = 20 mm; Amplitude = 0.000749637; Faza = 58.8916 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4771   X = 1073 mm; Y = 20 mm; Amplitude = 0.000669991; Faza = -141.975 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4772   X = 1073 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4773   X = 1073 mm; Y = 20 mm; Amplitude = 0.000718732; Faza = 56.3272 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4774   X = 1075 mm; Y = 20 mm; Amplitude = 0.000615092; Faza = -145.216 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4775   X = 1075 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4776   X = 1075 mm; Y = 20 mm; Amplitude = 0.000691049; Faza = 54.2204 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4777   X = 1077 mm; Y = 20 mm; Amplitude = 0.000575685; Faza = -145.629 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4778   X = 1077 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4779   X = 1077 mm; Y = 20 mm; Amplitude = 0.000668262; Faza = 52.7708 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4780   X = 1079 mm; Y = 20 mm; Amplitude = 0.00055321; Faza = -142.815 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4781   X = 1079 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4782   X = 1079 mm; Y = 20 mm; Amplitude = 0.000651887; Faza = 52.174 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4783   X = 1081 mm; Y = 20 mm; Amplitude = 0.000551271; Faza = -137.132 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4784   X = 1081 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4785   X = 1081 mm; Y = 20 mm; Amplitude = 0.000643512; Faza = 52.5558 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4786   X = 1083 mm; Y = 20 mm; Amplitude = 0.000573343; Faza = -129.768 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4787   X = 1083 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4788   X = 1083 mm; Y = 20 mm; Amplitude = 0.000644916; Faza = 53.8956 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4789   X = 1085 mm; Y = 20 mm; Amplitude = 0.000619168; Faza = -122.268 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4790   X = 1085 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4791   X = 1085 mm; Y = 20 mm; Amplitude = 0.000657847; Faza = 55.9722 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4792   X = 1087 mm; Y = 20 mm; Amplitude = 0.00068352; Faza = -115.82 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4793   X = 1087 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4794   X = 1087 mm; Y = 20 mm; Amplitude = 0.000683393; Faza = 58.3754 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4795   X = 1089 mm; Y = 20 mm; Amplitude = 0.000758144; Faza = -110.976 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4796   X = 1089 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4797   X = 1089 mm; Y = 20 mm; Amplitude = 0.000721242; Faza = 60.5991 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4798   X = 1091 mm; Y = 20 mm; Amplitude = 0.000834472; Faza = -107.866 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4799   X = 1091 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4800   X = 1091 mm; Y = 20 mm; Amplitude = 0.000769293; Faza = 62.174 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4801   X = 1093 mm; Y = 20 mm; Amplitude = 0.000905422; Faza = -106.479 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4802   X = 1093 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4803   X = 1093 mm; Y = 20 mm; Amplitude = 0.000823941; Faza = 62.7621 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4804   X = 1095 mm; Y = 20 mm; Amplitude = 0.000966373; Faza = -106.807 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4805   X = 1095 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4806   X = 1095 mm; Y = 20 mm; Amplitude = 0.000880898; Faza = 62.1757 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4807   X = 1097 mm; Y = 20 mm; Amplitude = 0.00101582; Faza = -108.885 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4808   X = 1097 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4809   X = 1097 mm; Y = 20 mm; Amplitude = 0.000936207; Faza = 60.3459 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4810   X = 1099 mm; Y = 20 mm; Amplitude = 0.00105582; Faza = -112.751 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4811   X = 1099 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4812   X = 1099 mm; Y = 20 mm; Amplitude = 0.000987095; Faza = 57.2842 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4813   X = 1101 mm; Y = 20 mm; Amplitude = 0.00109194; Faza = -118.362 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4814   X = 1101 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4815   X = 1101 mm; Y = 20 mm; Amplitude = 0.00103246; Faza = 53.063 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4816   X = 1103 mm; Y = 20 mm; Amplitude = 0.00113212; Faza = -125.493 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4817   X = 1103 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
