Frequence = 0.6 Ghz;
N = 12378;
1.
1   X = 200 mm; Y = 210 mm; Amplitude = 0.00146745; Faza = 55.0035 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
7940   X = 11290 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
7941   X = 11290 mm; Y = 200 mm; Amplitude = 0.0117428; Faza = -113.165 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
7942   X = 11310 mm; Y = 200 mm; Amplitude = 0.0120528; Faza = 70.1142 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
7943   X = 11310 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
7944   X = 11310 mm; Y = 200 mm; Amplitude = 0.0117436; Faza = -111.057 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
7945   X = 11330 mm; Y = 200 mm; Amplitude = 0.0120386; Faza = 72.1809 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
7946   X = 11330 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
7947   X = 11330 mm; Y = 200 mm; Amplitude = 0.0117424; Faza = -108.997 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
7948   X = 11350 mm; Y = 200 mm; Amplitude = 0.0120216; Faza = 74.1986 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
7949   X = 11350 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
7950   X = 11350 mm; Y = 200 mm; Amplitude = 0.0117391; Faza = -106.986 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
7951   X = 11370 mm; Y = 200 mm; Amplitude = 0.0120019; Faza = 76.1659 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
7952   X = 11370 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
7953   X = 11370 mm; Y = 200 mm; Amplitude = 0.0117335; Faza = -105.025 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
7954   X = 11390 mm; Y = 200 mm; Amplitude = 0.0119796; Faza = 78.0811 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
7955   X = 11390 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
7956   X = 11390 mm; Y = 200 mm; Amplitude = 0.0117255; Faza = -103.116 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
7957   X = 11410 mm; Y = 200 mm; Amplitude = 0.0119548; Faza = 79.9423 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
7958   X = 11410 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
7959   X = 11410 mm; Y = 200 mm; Amplitude = 0.011715; Faza = -101.26 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
7960   X = 11430 mm; Y = 200 mm; Amplitude = 0.0119277; Faza = 81.7478 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
7961   X = 11430 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
7962   X = 11430 mm; Y = 200 mm; Amplitude = 0.0117019; Faza = -99.4584 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
7963   X = 11450 mm; Y = 200 mm; Amplitude = 0.0118983; Faza = 83.4955 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
7964   X = 11450 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
7965   X = 11450 mm; Y = 200 mm; Amplitude = 0.011686; Faza = -97.7127 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
7966   X = 11470 mm; Y = 200 mm; Amplitude = 0.0118666; Faza = 85.1839 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
7967   X = 11470 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
7968   X = 11470 mm; Y = 200 mm; Amplitude = 0.0116671; Faza = -96.0242 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
7969   X = 11490 mm; Y = 200 mm; Amplitude = 0.0118329; Faza = 86.8115 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
7970   X = 11490 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
7971   X = 11490 mm; Y = 200 mm; Amplitude = 0.0116453; Faza = -94.3941 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
7972   X = 11510 mm; Y = 200 mm; Amplitude = 0.0117971; Faza = 88.377 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
7973   X = 11510 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
7974   X = 11510 mm; Y = 200 mm; Amplitude = 0.0116204; Faza = -92.8233 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
7975   X = 11530 mm; Y = 200 mm; Amplitude = 0.0117592; Faza = 89.8796 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
7976   X = 11530 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
7977   X = 11530 mm; Y = 200 mm; Amplitude = 0.0115924; Faza = -91.3126 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
7978   X = 11550 mm; Y = 200 mm; Amplitude = 0.0117193; Faza = 91.3187 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
7979   X = 11550 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
7980   X = 11550 mm; Y = 200 mm; Amplitude = 0.0115613; Faza = -89.8624 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
7981   X = 11570 mm; Y = 200 mm; Amplitude = 0.0116773; Faza = 92.6943 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
7982   X = 11570 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
7983   X = 11570 mm; Y = 200 mm; Amplitude = 0.011527; Faza = -88.473 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
7984   X = 11590 mm; Y = 200 mm; Amplitude = 0.0116333; Faza = 94.0066 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
7985   X = 11590 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
7986   X = 11590 mm; Y = 200 mm; Amplitude = 0.0114896; Faza = -87.1444 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
7987   X = 11610 mm; Y = 200 mm; Amplitude = 0.0115872; Faza = 95.2562 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
7988   X = 11610 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
7989   X = 11610 mm; Y = 200 mm; Amplitude = 0.0114493; Faza = -85.8763 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
7990   X = 11630 mm; Y = 200 mm; Amplitude = 0.011539; Faza = 96.444 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
7991   X = 11630 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
7992   X = 11630 mm; Y = 200 mm; Amplitude = 0.0114061; Faza = -84.6684 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
7993   X = 11650 mm; Y = 200 mm; Amplitude = 0.0114886; Faza = 97.5713 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
7994   X = 11650 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
7995   X = 11650 mm; Y = 200 mm; Amplitude = 0.0113601; Faza = -83.5201 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
7996   X = 11670 mm; Y = 200 mm; Amplitude = 0.0114361; Faza = 98.6394 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
7997   X = 11670 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
7998   X = 11670 mm; Y = 200 mm; Amplitude = 0.0113116; Faza = -82.4308 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
7999   X = 11690 mm; Y = 200 mm; Amplitude = 0.0113813; Faza = 99.6496 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
8000   X = 11690 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
8001   X = 11690 mm; Y = 200 mm; Amplitude = 0.0112607; Faza = -81.3996 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
8002   X = 11710 mm; Y = 200 mm; Amplitude = 0.0113243; Faza = 100.603 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
8003   X = 11710 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
8004   X = 11710 mm; Y = 200 mm; Amplitude = 0.0112075; Faza = -80.4258 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
8005   X = 11730 mm; Y = 200 mm; Amplitude = 0.0112651; Faza = 101.502 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
8006   X = 11730 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
8007   X = 11730 mm; Y = 200 mm; Amplitude = 0.0111523; Faza = -79.5088 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
8008   X = 11750 mm; Y = 200 mm; Amplitude = 0.0112038; Faza = 102.346 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
8009   X = 11750 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
8010   X = 11750 mm; Y = 200 mm; Amplitude = 0.0110953; Faza = -78.6478 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
8011   X = 11770 mm; Y = 200 mm; Amplitude = 0.0111402; Faza = 103.137 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
8012   X = 11770 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
8013   X = 11770 mm; Y = 200 mm; Amplitude = 0.0110365; Faza = -77.8424 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
8014   X = 11790 mm; Y = 200 mm; Amplitude = 0.0110746; Faza = 103.875 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
8015   X = 11790 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
8016   X = 11790 mm; Y = 200 mm; Amplitude = 0.0109762; Faza = -77.0921 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
8017   X = 11810 mm; Y = 200 mm; Amplitude = 0.011007; Faza = 104.56 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
8018   X = 11810 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
8019   X = 11810 mm; Y = 200 mm; Amplitude = 0.0109144; Faza = -76.3967 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
8020   X = 11830 mm; Y = 200 mm; Amplitude = 0.0109375; Faza = 105.191 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
8021   X = 11830 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
8022   X = 11830 mm; Y = 200 mm; Amplitude = 0.0108511; Faza = -75.7562 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
8023   X = 11850 mm; Y = 200 mm; Amplitude = 0.0108664; Faza = 105.769 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
8024   X = 11850 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
8025   X = 11850 mm; Y = 200 mm; Amplitude = 0.0107866; Faza = -75.1707 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
8026   X = 11870 mm; Y = 200 mm; Amplitude = 0.0107936; Faza = 106.292 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
8027   X = 11870 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
8028   X = 11870 mm; Y = 200 mm; Amplitude = 0.0107208; Faza = -74.6406 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
8029   X = 11890 mm; Y = 200 mm; Amplitude = 0.0107196; Faza = 106.758 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
8030   X = 11890 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
8031   X = 11890 mm; Y = 200 mm; Amplitude = 0.0106537; Faza = -74.1663 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
8032   X = 11910 mm; Y = 200 mm; Amplitude = 0.0106444; Faza = 107.167 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
8033   X = 11910 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
8034   X = 11910 mm; Y = 200 mm; Amplitude = 0.0105854; Faza = -73.7484 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
8035   X = 11930 mm; Y = 200 mm; Amplitude = 0.0105683; Faza = 107.517 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
8036   X = 11930 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
8037   X = 11930 mm; Y = 200 mm; Amplitude = 0.0105158; Faza = -73.3875 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
8038   X = 11950 mm; Y = 200 mm; Amplitude = 0.0104916; Faza = 107.807 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
8039   X = 11950 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
8040   X = 11950 mm; Y = 200 mm; Amplitude = 0.0104451; Faza = -73.0842 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
8041   X = 11970 mm; Y = 200 mm; Amplitude = 0.0104146; Faza = 108.035 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
8042   X = 11970 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
8043   X = 11970 mm; Y = 200 mm; Amplitude = 0.0103733; Faza = -72.8393 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
8044   X = 11990 mm; Y = 200 mm; Amplitude = 0.0103375; Faza = 108.2 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
8045   X = 11990 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
8046   X = 11990 mm; Y = 200 mm; Amplitude = 0.0103003; Faza = -72.6532 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
8047   X = 12010 mm; Y = 200 mm; Amplitude = 0.0102606; Faza = 108.303 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
8048   X = 12010 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
8049   X = 12010 mm; Y = 200 mm; Amplitude = 0.0102263; Faza = -72.5265 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
8050   X = 12030 mm; Y = 200 mm; Amplitude = 0.0101842; Faza = 108.342 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
8051   X = 12030 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
8052   X = 12030 mm; Y = 200 mm; Amplitude = 0.0101514; Faza = -72.4594 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
8053   X = 12050 mm; Y = 200 mm; Amplitude = 0.0101084; Faza = 108.318 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
8054   X = 12050 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
8055   X = 12050 mm; Y = 200 mm; Amplitude = 0.0100757; Faza = -72.4519 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
8056   X = 12070 mm; Y = 200 mm; Amplitude = 0.0100334; Faza = 108.232 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
8057   X = 12070 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
8058   X = 12070 mm; Y = 200 mm; Amplitude = 0.00999921; Faza = -72.5037 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
8059   X = 12090 mm; Y = 200 mm; Amplitude = 0.00995948; Faza = 108.086 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
8060   X = 12090 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
8061   X = 12090 mm; Y = 200 mm; Amplitude = 0.00992218; Faza = -72.6145 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
8062   X = 12110 mm; Y = 200 mm; Amplitude = 0.00988655; Faza = 107.882 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
8063   X = 12110 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
8064   X = 12110 mm; Y = 200 mm; Amplitude = 0.0098447; Faza = -72.7833 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
8065   X = 12130 mm; Y = 200 mm; Amplitude = 0.00981463; Faza = 107.622 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
8066   X = 12130 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
8067   X = 12130 mm; Y = 200 mm; Amplitude = 0.0097669; Faza = -73.0093 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
8068   X = 12150 mm; Y = 200 mm; Amplitude = 0.00974366; Faza = 107.309 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
8069   X = 12150 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
8070   X = 12150 mm; Y = 200 mm; Amplitude = 0.00968889; Faza = -73.291 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
8071   X = 12170 mm; Y = 200 mm; Amplitude = 0.00967344; Faza = 106.946 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
8072   X = 12170 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
8073   X = 12170 mm; Y = 200 mm; Amplitude = 0.00961075; Faza = -73.6271 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
8074   X = 12190 mm; Y = 200 mm; Amplitude = 0.00960373; Faza = 106.535 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
8075   X = 12190 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
8076   X = 12190 mm; Y = 200 mm; Amplitude = 0.00953253; Faza = -74.0158 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
8077   X = 12210 mm; Y = 200 mm; Amplitude = 0.00953419; Faza = 106.081 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
8078   X = 12210 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
8079   X = 12210 mm; Y = 200 mm; Amplitude = 0.00945421; Faza = -74.4554 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
8080   X = 12230 mm; Y = 200 mm; Amplitude = 0.00946445; Faza = 105.584 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
8081   X = 12230 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
8082   X = 12230 mm; Y = 200 mm; Amplitude = 0.00937574; Faza = -74.9444 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
8083   X = 12250 mm; Y = 200 mm; Amplitude = 0.00939405; Faza = 105.047 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
8084   X = 12250 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
8085   X = 12250 mm; Y = 200 mm; Amplitude = 0.00929702; Faza = -75.4811 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
8086   X = 12270 mm; Y = 200 mm; Amplitude = 0.00932252; Faza = 104.472 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
8087   X = 12270 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
8088   X = 12270 mm; Y = 200 mm; Amplitude = 0.00921788; Faza = -76.0643 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
8089   X = 12290 mm; Y = 200 mm; Amplitude = 0.00924937; Faza = 103.858 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
8090   X = 12290 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
8091   X = 12290 mm; Y = 200 mm; Amplitude = 0.00913809; Faza = -76.693 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
8092   X = 12310 mm; Y = 200 mm; Amplitude = 0.00917415; Faza = 103.206 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
8093   X = 12310 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
8094   X = 12310 mm; Y = 200 mm; Amplitude = 0.00905741; Faza = -77.3664 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
8095   X = 12330 mm; Y = 200 mm; Amplitude = 0.00909642; Faza = 102.514 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
8096   X = 12330 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
8097   X = 12330 mm; Y = 200 mm; Amplitude = 0.00897555; Faza = -78.0845 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
8098   X = 12350 mm; Y = 200 mm; Amplitude = 0.0090158; Faza = 101.78 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
8099   X = 12350 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
8100   X = 12350 mm; Y = 200 mm; Amplitude = 0.00889219; Faza = -78.8476 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
8101   X = 12370 mm; Y = 200 mm; Amplitude = 0.00893201; Faza = 101.002 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
8102   X = 12370 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
8103   X = 12370 mm; Y = 200 mm; Amplitude = 0.00880703; Faza = -79.6564 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
8104   X = 12390 mm; Y = 200 mm; Amplitude = 0.00884485; Faza = 100.176 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
8105   X = 12390 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
8106   X = 12390 mm; Y = 200 mm; Amplitude = 0.00871978; Faza = -80.5125 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
