Frequence = 0.6 Ghz;
N = 12378;
1.
1   X = 200 mm; Y = 210 mm; Amplitude = 0.00286564; Faza = -42.1737 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
6348   X = 670 mm; Y = 200 mm; Amplitude = 0.00190241; Faza = 55.1224 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6349   X = 690 mm; Y = 200 mm; Amplitude = 0.00339604; Faza = -63.7769 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6350   X = 690 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6351   X = 690 mm; Y = 200 mm; Amplitude = 0.00192326; Faza = 69.1691 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6352   X = 710 mm; Y = 200 mm; Amplitude = 0.00343474; Faza = -49.8354 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6353   X = 710 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6354   X = 710 mm; Y = 200 mm; Amplitude = 0.00194628; Faza = 83.1311 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6355   X = 730 mm; Y = 200 mm; Amplitude = 0.00347537; Faza = -35.999 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6356   X = 730 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6357   X = 730 mm; Y = 200 mm; Amplitude = 0.00197; Faza = -263.01 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6358   X = 750 mm; Y = 200 mm; Amplitude = 0.00351493; Faza = -22.2667 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6359   X = 750 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6360   X = 750 mm; Y = 200 mm; Amplitude = 0.0019928; Faza = -249.248 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6361   X = 770 mm; Y = 200 mm; Amplitude = 0.00355073; Faza = -8.61487 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6362   X = 770 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6363   X = 770 mm; Y = 200 mm; Amplitude = 0.00201331; Faza = -235.559 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6364   X = 790 mm; Y = 200 mm; Amplitude = 0.00358104; Faza = 4.99579 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6365   X = 790 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6366   X = 790 mm; Y = 200 mm; Amplitude = 0.00203066; Faza = -221.902 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6367   X = 810 mm; Y = 200 mm; Amplitude = 0.00360538; Faza = 18.611 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6368   X = 810 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6369   X = 810 mm; Y = 200 mm; Amplitude = 0.00204471; Faza = -208.235 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6370   X = 830 mm; Y = 200 mm; Amplitude = 0.00362466; Faza = 32.2728 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6371   X = 830 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6372   X = 830 mm; Y = 200 mm; Amplitude = 0.00205602; Faza = -194.517 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6373   X = 850 mm; Y = 200 mm; Amplitude = 0.00364091; Faza = 46.0114 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6374   X = 850 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6375   X = 850 mm; Y = 200 mm; Amplitude = 0.00206576; Faza = -180.72 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6376   X = 870 mm; Y = 200 mm; Amplitude = 0.00365682; Faza = 59.8379 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6377   X = 870 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6378   X = 870 mm; Y = 200 mm; Amplitude = 0.00207544; Faza = -166.836 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6379   X = 890 mm; Y = 200 mm; Amplitude = 0.00367517; Faza = 73.7426 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6380   X = 890 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6381   X = 890 mm; Y = 200 mm; Amplitude = 0.00208657; Faza = -152.875 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6382   X = 910 mm; Y = 200 mm; Amplitude = 0.00369813; Faza = 87.6968 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6383   X = 910 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6384   X = 910 mm; Y = 200 mm; Amplitude = 0.00210033; Faza = -138.866 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6385   X = 930 mm; Y = 200 mm; Amplitude = 0.00372683; Faza = 101.66 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6386   X = 930 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6387   X = 930 mm; Y = 200 mm; Amplitude = 0.00211735; Faza = -124.848 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6388   X = 950 mm; Y = 200 mm; Amplitude = 0.00376109; Faza = 115.59 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6389   X = 950 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6390   X = 950 mm; Y = 200 mm; Amplitude = 0.00213751; Faza = -110.863 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6391   X = 970 mm; Y = 200 mm; Amplitude = 0.00379946; Faza = 129.451 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6392   X = 970 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6393   X = 970 mm; Y = 200 mm; Amplitude = 0.00216003; Faza = -96.9444 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6394   X = 990 mm; Y = 200 mm; Amplitude = 0.00383965; Faza = 143.224 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6395   X = 990 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6396   X = 990 mm; Y = 200 mm; Amplitude = 0.00218366; Faza = -83.1113 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6397   X = 1010 mm; Y = 200 mm; Amplitude = 0.00387897; Faza = 156.91 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6398   X = 1010 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6399   X = 1010 mm; Y = 200 mm; Amplitude = 0.00220693; Faza = -69.3646 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6400   X = 1030 mm; Y = 200 mm; Amplitude = 0.00391502; Faza = 170.525 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6401   X = 1030 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6402   X = 1030 mm; Y = 200 mm; Amplitude = 0.00222853; Faza = -55.6887 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6403   X = 1050 mm; Y = 200 mm; Amplitude = 0.00394616; Faza = -175.9 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6404   X = 1050 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6405   X = 1050 mm; Y = 200 mm; Amplitude = 0.0022475; Faza = -42.0551 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6406   X = 1070 mm; Y = 200 mm; Amplitude = 0.0039718; Faza = -162.329 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6407   X = 1070 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6408   X = 1070 mm; Y = 200 mm; Amplitude = 0.00226346; Faza = -28.4295 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6409   X = 1090 mm; Y = 200 mm; Amplitude = 0.00399253; Faza = -148.727 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6410   X = 1090 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6411   X = 1090 mm; Y = 200 mm; Amplitude = 0.00227667; Faza = -14.7781 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6412   X = 1110 mm; Y = 200 mm; Amplitude = 0.00400996; Faza = -135.068 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6413   X = 1110 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6414   X = 1110 mm; Y = 200 mm; Amplitude = 0.00228793; Faza = -1.07455 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6415   X = 1130 mm; Y = 200 mm; Amplitude = 0.00402636; Faza = -121.338 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6416   X = 1130 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6417   X = 1130 mm; Y = 200 mm; Amplitude = 0.00229843; Faza = 12.6954 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6418   X = 1150 mm; Y = 200 mm; Amplitude = 0.00404421; Faza = -107.541 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6419   X = 1150 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6420   X = 1150 mm; Y = 200 mm; Amplitude = 0.00230948; Faza = 26.5312 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6421   X = 1170 mm; Y = 200 mm; Amplitude = 0.0040656; Faza = -93.6963 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6422   X = 1170 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6423   X = 1170 mm; Y = 200 mm; Amplitude = 0.00232229; Faza = 40.418 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6424   X = 1190 mm; Y = 200 mm; Amplitude = 0.00409184; Faza = -79.833 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6425   X = 1190 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6426   X = 1190 mm; Y = 200 mm; Amplitude = 0.00233766; Faza = 54.3297 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6427   X = 1210 mm; Y = 200 mm; Amplitude = 0.00412319; Faza = -65.9853 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6428   X = 1210 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6429   X = 1210 mm; Y = 200 mm; Amplitude = 0.00235586; Faza = 68.2353 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6430   X = 1230 mm; Y = 200 mm; Amplitude = 0.00415878; Faza = -52.1839 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6431   X = 1230 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6432   X = 1230 mm; Y = 200 mm; Amplitude = 0.0023766; Faza = 82.1051 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6433   X = 1250 mm; Y = 200 mm; Amplitude = 0.00419688; Faza = -38.4493 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6434   X = 1250 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6435   X = 1250 mm; Y = 200 mm; Amplitude = 0.00239911; Faza = -264.083 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6436   X = 1270 mm; Y = 200 mm; Amplitude = 0.00423528; Faza = -24.789 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6437   X = 1270 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6438   X = 1270 mm; Y = 200 mm; Amplitude = 0.00242229; Faza = -250.338 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6439   X = 1290 mm; Y = 200 mm; Amplitude = 0.00427175; Faza = -11.1959 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6440   X = 1290 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6441   X = 1290 mm; Y = 200 mm; Amplitude = 0.002445; Faza = -236.66 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6442   X = 1310 mm; Y = 200 mm; Amplitude = 0.00430451; Faza = 2.34855 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6443   X = 1310 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6444   X = 1310 mm; Y = 200 mm; Amplitude = 0.00246624; Faza = -223.035 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6445   X = 1330 mm; Y = 200 mm; Amplitude = 0.00433252; Faza = 15.8703 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6446   X = 1330 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6447   X = 1330 mm; Y = 200 mm; Amplitude = 0.00248536; Faza = -209.442 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6448   X = 1350 mm; Y = 200 mm; Amplitude = 0.00435569; Faza = 29.397 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6449   X = 1350 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6450   X = 1350 mm; Y = 200 mm; Amplitude = 0.00250214; Faza = -195.859 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6451   X = 1370 mm; Y = 200 mm; Amplitude = 0.00437484; Faza = 42.9532 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6452   X = 1370 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6453   X = 1370 mm; Y = 200 mm; Amplitude = 0.00251679; Faza = -182.263 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6454   X = 1390 mm; Y = 200 mm; Amplitude = 0.00439144; Faza = 56.5551 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6455   X = 1390 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6456   X = 1390 mm; Y = 200 mm; Amplitude = 0.0025299; Faza = -168.639 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6457   X = 1410 mm; Y = 200 mm; Amplitude = 0.00440739; Faza = 70.2088 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6458   X = 1410 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6459   X = 1410 mm; Y = 200 mm; Amplitude = 0.00254229; Faza = -154.978 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6460   X = 1430 mm; Y = 200 mm; Amplitude = 0.00442451; Faza = 83.9086 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6461   X = 1430 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6462   X = 1430 mm; Y = 200 mm; Amplitude = 0.00255478; Faza = -141.283 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6463   X = 1450 mm; Y = 200 mm; Amplitude = 0.00444427; Faza = 97.6395 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6464   X = 1450 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6465   X = 1450 mm; Y = 200 mm; Amplitude = 0.0025681; Faza = -127.563 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6466   X = 1470 mm; Y = 200 mm; Amplitude = 0.00446742; Faza = 111.38 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6467   X = 1470 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6468   X = 1470 mm; Y = 200 mm; Amplitude = 0.00258266; Faza = -113.832 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6469   X = 1490 mm; Y = 200 mm; Amplitude = 0.00449391; Faza = 125.109 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6470   X = 1490 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6471   X = 1490 mm; Y = 200 mm; Amplitude = 0.00259852; Faza = -100.108 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6472   X = 1510 mm; Y = 200 mm; Amplitude = 0.00452296; Faza = 138.808 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6473   X = 1510 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6474   X = 1510 mm; Y = 200 mm; Amplitude = 0.0026154; Faza = -86.4046 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6475   X = 1530 mm; Y = 200 mm; Amplitude = 0.00455323; Faza = 152.464 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6476   X = 1530 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6477   X = 1530 mm; Y = 200 mm; Amplitude = 0.00263273; Faza = -72.7315 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6478   X = 1550 mm; Y = 200 mm; Amplitude = 0.00458317; Faza = 166.078 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6479   X = 1550 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6480   X = 1550 mm; Y = 200 mm; Amplitude = 0.00264983; Faza = -59.0908 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6481   X = 1570 mm; Y = 200 mm; Amplitude = 0.00461136; Faza = 179.656 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6482   X = 1570 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6483   X = 1570 mm; Y = 200 mm; Amplitude = 0.00266603; Faza = -45.477 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6484   X = 1590 mm; Y = 200 mm; Amplitude = 0.0046368; Faza = -166.787 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6485   X = 1590 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6486   X = 1590 mm; Y = 200 mm; Amplitude = 0.00268084; Faza = -31.8793 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6487   X = 1610 mm; Y = 200 mm; Amplitude = 0.00465911; Faza = -153.235 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6488   X = 1610 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6489   X = 1610 mm; Y = 200 mm; Amplitude = 0.00269407; Faza = -18.283 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6490   X = 1630 mm; Y = 200 mm; Amplitude = 0.00467861; Faza = -139.67 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6491   X = 1630 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6492   X = 1630 mm; Y = 200 mm; Amplitude = 0.00270582; Faza = -4.67294 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6493   X = 1650 mm; Y = 200 mm; Amplitude = 0.00469617; Faza = -126.078 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6494   X = 1650 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6495   X = 1650 mm; Y = 200 mm; Amplitude = 0.00271656; Faza = 8.96268 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6496   X = 1670 mm; Y = 200 mm; Amplitude = 0.00471313; Faza = -112.454 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6497   X = 1670 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6498   X = 1670 mm; Y = 200 mm; Amplitude = 0.00272693; Faza = 22.6308 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6499   X = 1690 mm; Y = 200 mm; Amplitude = 0.00473091; Faza = -98.7971 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6500   X = 1690 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6501   X = 1690 mm; Y = 200 mm; Amplitude = 0.0027377; Faza = 36.3315 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6502   X = 1710 mm; Y = 200 mm; Amplitude = 0.00475077; Faza = -85.1179 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6503   X = 1710 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6504   X = 1710 mm; Y = 200 mm; Amplitude = 0.00274959; Faza = 50.0575 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6505   X = 1730 mm; Y = 200 mm; Amplitude = 0.00477351; Faza = -71.4309 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6506   X = 1730 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6507   X = 1730 mm; Y = 200 mm; Amplitude = 0.00276311; Faza = 63.7958 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6508   X = 1750 mm; Y = 200 mm; Amplitude = 0.00479932; Faza = -57.7533 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6509   X = 1750 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6510   X = 1750 mm; Y = 200 mm; Amplitude = 0.00277847; Faza = 77.5303 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6511   X = 1770 mm; Y = 200 mm; Amplitude = 0.00482776; Faza = -44.1015 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6512   X = 1770 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6513   X = 1770 mm; Y = 200 mm; Amplitude = 0.00279554; Faza = -268.756 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6514   X = 1790 mm; Y = 200 mm; Amplitude = 0.0048578; Faza = -30.4875 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6515   X = 1790 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6516   X = 1790 mm; Y = 200 mm; Amplitude = 0.00281383; Faza = -255.075 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
